Searching for text files...
Found 50000 files. Starting processing...

Worker-6 -> file10561.txt: 6969 slow
Worker-1 -> file10562.txt: 7190 slow
Worker-8 -> file10573.txt: 1338 slow
Worker-6 -> file10574.txt: 2544 slow
Worker-8 -> file10576.txt: 1295 slow
Worker-5 -> file10563.txt: 7952 slow
Worker-3 -> file10570.txt: 5007 slow
Worker-7 -> file10572.txt: 5168 slow
Worker-1 -> file10575.txt: 3645 slow
Worker-5 -> file10578.txt: 2660 slow
Worker-4 -> file1057.txt: 8659 slow
Worker-3 -> file1058.txt: 3125 slow
Worker-2 -> file10571.txt: 9299 slow
Worker-8 -> file10577.txt: 5259 slow
Worker-1 -> file10581.txt: 2907 slow
Worker-7 -> file10580.txt: 5330 slow
Worker-7 -> file10588.txt: 1293 slow
Worker-8 -> file10586.txt: 4606 slow
Worker-6 -> file10579.txt: 9518 slow
Worker-5 -> file10582.txt: 7973 slow
Worker-1 -> file10587.txt: 5591 slow
Worker-8 -> file1059.txt: 2105 slow
Worker-3 -> file10584.txt: 7221 slow
Worker-4 -> file10583.txt: 8053 slow
Worker-2 -> file10585.txt: 8055 slow
Worker-1 -> file10592.txt: 2647 slow
Worker-4 -> file10595.txt: 1656 slow
Worker-5 -> file10591.txt: 5049 slow
Worker-7 -> file10589.txt: 6142 slow
Worker-8 -> file10593.txt: 5476 slow
Worker-7 -> file106.txt: 1581 slow
Worker-3 -> file10594.txt: 5652 slow
Worker-8 -> file1060.txt: 2590 slow
Worker-4 -> file10598.txt: 4979 slow
Worker-6 -> file10590.txt: 9872 slow
Worker-1 -> file10597.txt: 6498 slow
Worker-2 -> file10596.txt: 9040 slow
Worker-5 -> file10599.txt: 7334 slow
Worker-8 -> file10602.txt: 4557 slow
Worker-1 -> file10605.txt: 4514 slow
Worker-3 -> file10601.txt: 8081 slow
Worker-5 -> file10607.txt: 3892 slow
Worker-1 -> file10609.txt: 1876 slow
Worker-7 -> file10600.txt: 9829 slow
Worker-6 -> file10604.txt: 8293 slow
Worker-2 -> file10606.txt: 5637 slow
Worker-4 -> file10603.txt: 8801 slow
Worker-8 -> file10608.txt: 3996 slow
Worker-6 -> file10614.txt: 2046 slow
Worker-5 -> file10610.txt: 4276 slow
Worker-2 -> file10613.txt: 3475 slow
Worker-3 -> file1061.txt: 7048 slow
Worker-7 -> file10612.txt: 8408 slow
Worker-1 -> file10611.txt: 8291 slow
Worker-8 -> file10616.txt: 8206 slow
Worker-4 -> file10615.txt: 8443 slow
Worker-2 -> file10619.txt: 5587 slow
Worker-3 -> file1062.txt: 5281 slow
Worker-6 -> file10617.txt: 9890 slow
Worker-1 -> file10620.txt: 3242 slow
Worker-2 -> file10624.txt: 2168 slow
Worker-8 -> file10622.txt: 3352 slow
Worker-5 -> file10618.txt: 8788 slow
Worker-1 -> file10627.txt: 1391 slow
Worker-4 -> file10623.txt: 2424 slow
Worker-6 -> file10626.txt: 3598 slow
Worker-8 -> file10629.txt: 3365 slow
Worker-2 -> file10628.txt: 3680 slow
Worker-1 -> file10630.txt: 3562 slow
Worker-7 -> file10621.txt: 9083 slow
Worker-4 -> file10631.txt: 5338 slow
Worker-5 -> file1063.txt: 6944 slow
Worker-3 -> file10625.txt: 9020 slow
Worker-7 -> file10636.txt: 3686 slow
Worker-4 -> file10637.txt: 3610 slow
Worker-8 -> file10633.txt: 5918 slow
Worker-6 -> file10632.txt: 8034 slow
Worker-7 -> file1064.txt: 3614 slow
Worker-2 -> file10634.txt: 8737 slow
Worker-1 -> file10635.txt: 9561 slow
Worker-8 -> file10641.txt: 4978 slow
Worker-1 -> file10645.txt: 1999 slow
Worker-5 -> file10638.txt: 8633 slow
Worker-6 -> file10642.txt: 5115 slow
Worker-2 -> file10644.txt: 3825 slow
Worker-3 -> file10639.txt: 9076 slow
Worker-4 -> file10640.txt: 7945 slow
Worker-2 -> file1065.txt: 1610 slow
Worker-1 -> file10647.txt: 4915 slow
Worker-7 -> file10643.txt: 9067 slow
Worker-8 -> file10646.txt: 6197 slow
Worker-6 -> file10649.txt: 5321 slow
Worker-5 -> file10648.txt: 7496 slow
Worker-2 -> file10652.txt: 4831 slow
Worker-1 -> file10653.txt: 3609 slow
Worker-3 -> file10650.txt: 9309 slow
Worker-4 -> file10651.txt: 8321 slow
Worker-7 -> file10654.txt: 6116 slow
Worker-3 -> file1066.txt: 2399 slow
Worker-6 -> file10656.txt: 7085 slow
Worker-4 -> file10660.txt: 3355 slow
Worker-5 -> file10657.txt: 6895 slow
Worker-6 -> file10663.txt: 1431 slow
Worker-1 -> file10659.txt: 5329 slow
Worker-8 -> file10655.txt: 9211 slow
Worker-7 -> file10661.txt: 3619 slow
Worker-7 -> file10669.txt: 1062 slow
Worker-2 -> file10658.txt: 7705 slow
Worker-8 -> file10668.txt: 2271 slow
Worker-1 -> file10667.txt: 4345 slow
Worker-8 -> file10671.txt: 2103 slow
Worker-5 -> file10665.txt: 5026 slow
Worker-3 -> file10662.txt: 7026 slow
Worker-6 -> file10666.txt: 5920 slow
Worker-2 -> file10670.txt: 5549 slow
Worker-4 -> file10664.txt: 9464 slow
Worker-7 -> file1067.txt: 7993 slow
Worker-3 -> file10675.txt: 4456 slow
Worker-8 -> file10673.txt: 7886 slow
Worker-6 -> file10676.txt: 6495 slow
Worker-5 -> file10674.txt: 8148 slow
Worker-1 -> file10672.txt: 8865 slow
Worker-2 -> file10677.txt: 6904 slow
Worker-3 -> file1068.txt: 4312 slow
Worker-6 -> file10681.txt: 5581 slow
Worker-5 -> file10682.txt: 3921 slow
Worker-2 -> file10684.txt: 2745 slow
Worker-8 -> file10680.txt: 8176 slow
Worker-3 -> file10685.txt: 3655 slow
Worker-7 -> file10679.txt: 8447 slow
Worker-4 -> file10678.txt: 9459 slow
Worker-3 -> file1069.txt: 1389 slow
Worker-1 -> file10683.txt: 5901 slow
Worker-6 -> file10686.txt: 4184 slow
Worker-2 -> file10688.txt: 4602 slow
Worker-5 -> file10687.txt: 6470 slow
Worker-7 -> file10690.txt: 5251 slow
Worker-4 -> file10691.txt: 5145 slow
Worker-8 -> file10689.txt: 6893 slow
Worker-1 -> file10693.txt: 6083 slow
Worker-3 -> file10692.txt: 8576 slow
Worker-6 -> file10694.txt: 9820 slow
Worker-2 -> file10695.txt: 6316 slow
Worker-4 -> file10698.txt: 5655 slow
Worker-5 -> file10696.txt: 5856 slow
Worker-8 -> file10699.txt: 6717 slow
Worker-7 -> file10697.txt: 6828 slow
Worker-2 -> file10700.txt: 2785 slow
Worker-5 -> file10703.txt: 3798 slow
Worker-1 -> file107.txt: 8298 slow
Worker-8 -> file10704.txt: 5758 slow
Worker-6 -> file10701.txt: 6732 slow
Worker-3 -> file1070.txt: 8453 slow
Worker-5 -> file10707.txt: 2551 slow
Worker-4 -> file10702.txt: 8738 slow
Worker-2 -> file10706.txt: 5321 slow
Worker-7 -> file10705.txt: 8706 slow
Worker-8 -> file10709.txt: 8792 slow
Worker-1 -> file10708.txt: 6980 slow
Worker-6 -> file1071.txt: 7957 slow
Worker-4 -> file10712.txt: 5044 slow
Worker-8 -> file10715.txt: 3647 slow
Worker-1 -> file10716.txt: 3166 slow
Worker-5 -> file10711.txt: 9687 slow
Worker-3 -> file10710.txt: 9839 slow
Worker-2 -> file10713.txt: 9340 slow
Worker-7 -> file10714.txt: 9544 slow
Worker-8 -> file10719.txt: 5641 slow
Worker-7 -> file10723.txt: 1581 slow
Worker-1 -> file1072.txt: 5981 slow
Worker-8 -> file10724.txt: 2623 slow
Worker-6 -> file10717.txt: 8740 slow
Worker-5 -> file10720.txt: 5601 slow
Worker-4 -> file10718.txt: 8384 slow
Worker-3 -> file10721.txt: 6018 slow
Worker-8 -> file10727.txt: 2138 slow
Worker-6 -> file10728.txt: 2068 slow
Worker-5 -> file10729.txt: 1933 slow
Worker-1 -> file10726.txt: 4246 slow
Worker-2 -> file10722.txt: 7169 slow
Worker-6 -> file10732.txt: 2259 slow
Worker-4 -> file1073.txt: 4172 slow
Worker-8 -> file10731.txt: 7272 slow
Worker-6 -> file10736.txt: 3195 slow
Worker-7 -> file10725.txt: 9010 slow
Worker-5 -> file10733.txt: 6328 slow
Worker-6 -> file10739.txt: 1169 slow
Worker-3 -> file10730.txt: 8483 slow
Worker-7 -> file1074.txt: 1434 slow
Worker-1 -> file10734.txt: 7948 slow
Worker-8 -> file10738.txt: 7936 slow
Worker-2 -> file10735.txt: 7751 slow
Worker-6 -> file10741.txt: 4834 slow
Worker-4 -> file10737.txt: 9294 slow
Worker-3 -> file10742.txt: 4958 slow
Worker-8 -> file10745.txt: 3185 slow
Worker-2 -> file10746.txt: 2813 slow
Worker-7 -> file10743.txt: 7599 slow
Worker-5 -> file10740.txt: 8899 slow
Worker-2 -> file10750.txt: 1512 slow
Worker-8 -> file1075.txt: 5506 slow
Worker-6 -> file10747.txt: 5939 slow
Worker-5 -> file10752.txt: 3071 slow
Worker-1 -> file10744.txt: 8052 slow
Worker-2 -> file10753.txt: 2702 slow
Worker-4 -> file10748.txt: 5104 slow
Worker-8 -> file10754.txt: 1714 slow
Worker-3 -> file10749.txt: 6155 slow
Worker-7 -> file10751.txt: 3400 slow
Worker-6 -> file10755.txt: 1337 slow
Worker-1 -> file10757.txt: 2720 slow
Worker-5 -> file10756.txt: 3347 slow
Worker-4 -> file10759.txt: 2927 slow
Worker-3 -> file10760.txt: 3150 slow
Worker-7 -> file10761.txt: 3890 slow
Worker-1 -> file10763.txt: 5178 slow
Worker-8 -> file1076.txt: 9957 slow
Worker-7 -> file10767.txt: 3834 slow
Worker-8 -> file10769.txt: 3462 slow
Worker-6 -> file10762.txt: 7748 slow
Worker-7 -> file1077.txt: 1131 slow
Worker-4 -> file10765.txt: 6548 slow
Worker-3 -> file10766.txt: 6565 slow
Worker-1 -> file10768.txt: 3121 slow
Worker-8 -> file10770.txt: 1631 slow
Worker-5 -> file10764.txt: 8843 slow
Worker-3 -> file10774.txt: 1925 slow
Worker-1 -> file10775.txt: 3597 slow
Worker-5 -> file10777.txt: 2901 slow
Worker-8 -> file10776.txt: 3430 slow
Worker-2 -> file10758.txt: 1501 slow
Worker-4 -> file10773.txt: 5401 slow
Worker-5 -> file1078.txt: 1892 slow
Worker-3 -> file10778.txt: 5113 slow
Worker-4 -> file10781.txt: 1013 slow
Worker-7 -> file10772.txt: 7768 slow
Worker-7 -> file10786.txt: 1684 slow
Worker-4 -> file10785.txt: 1533 slow
Worker-3 -> file10784.txt: 1988 slow
Worker-1 -> file10779.txt: 5299 slow
Worker-3 -> file10789.txt: 1312 slow
Worker-1 -> file1079.txt: 2650 slow
Worker-5 -> file10783.txt: 7894 slow
Worker-8 -> file10780.txt: 7992 slow
Worker-2 -> file10782.txt: 8132 slow
Worker-1 -> file10791.txt: 6020 slow
Worker-4 -> file10788.txt: 8130 slow
Worker-7 -> file10787.txt: 8718 slow
Worker-2 -> file10794.txt: 3546 slow
Worker-6 -> file10771.txt: 9065 slow
Worker-8 -> file10793.txt: 4740 slow
Worker-3 -> file10790.txt: 8630 slow
Worker-1 -> file10795.txt: 4233 slow
Worker-7 -> file10797.txt: 4011 slow
Worker-1 -> file10800.txt: 4964 slow
Worker-5 -> file10792.txt: 9640 slow
Worker-7 -> file10801.txt: 1837 slow
Worker-2 -> file10798.txt: 4425 slow
Worker-1 -> file10802.txt: 2283 slow
Worker-6 -> file10799.txt: 5059 slow
Worker-8 -> file108.txt: 6976 slow
Worker-5 -> file10803.txt: 2443 slow
Worker-1 -> file10806.txt: 2427 slow
Worker-4 -> file10796.txt: 9857 slow
Worker-3 -> file1080.txt: 9363 slow
Worker-1 -> file1081.txt: 5381 slow
Worker-1 -> file10812.txt: 1576 slow
Worker-7 -> file10804.txt: 8391 slow
Worker-2 -> file10805.txt: 7542 slow
Worker-5 -> file10809.txt: 7134 slow
Worker-8 -> file10808.txt: 7519 slow
Worker-6 -> file10807.txt: 8760 slow
Worker-4 -> file10810.txt: 9962 slow
Worker-1 -> file10813.txt: 9189 slow
Worker-8 -> file10817.txt: 3210 slow
Worker-3 -> file10811.txt: 9117 slow
Worker-1 -> file1082.txt: 4326 slow
Worker-5 -> file10816.txt: 6844 slow
Worker-7 -> file10814.txt: 8990 slow
Worker-3 -> file10821.txt: 3557 slow
Worker-6 -> file10818.txt: 7559 slow
Worker-8 -> file10820.txt: 6021 slow
Worker-1 -> file10822.txt: 6688 slow
Worker-4 -> file10819.txt: 8317 slow
Worker-5 -> file10823.txt: 5722 slow
Worker-8 -> file10827.txt: 3507 slow
Worker-6 -> file10826.txt: 5279 slow
Worker-5 -> file1083.txt: 3105 slow
Worker-8 -> file10830.txt: 3243 slow
Worker-7 -> file10824.txt: 9141 slow
Worker-1 -> file10828.txt: 8712 slow
Worker-3 -> file10825.txt: 9152 slow
Worker-5 -> file10832.txt: 4827 slow
Worker-7 -> file10834.txt: 4028 slow
Worker-4 -> file10829.txt: 9369 slow
Worker-1 -> file10835.txt: 5873 slow
Worker-3 -> file10836.txt: 4387 slow
Worker-6 -> file10831.txt: 6987 slow
Worker-7 -> file10838.txt: 2452 slow
Worker-8 -> file10833.txt: 8105 slow
Worker-3 -> file10840.txt: 1557 slow
Worker-1 -> file1084.txt: 2412 slow
Worker-8 -> file10843.txt: 1260 slow
Worker-2 -> file10815.txt: 8207 slow
Worker-1 -> file10845.txt: 3331 slow
Worker-2 -> file10847.txt: 3387 slow
Worker-6 -> file10841.txt: 6240 slow
Worker-1 -> file10848.txt: 4418 slow
Worker-5 -> file10837.txt: 9031 slow
Worker-4 -> file10839.txt: 7991 slow
Worker-8 -> file10846.txt: 5985 slow
Worker-7 -> file10842.txt: 7676 slow
Worker-6 -> file1085.txt: 1501 slow
Worker-2 -> file10849.txt: 4469 slow
Worker-1 -> file10850.txt: 6845 slow
Worker-3 -> file10844.txt: 9969 slow
Worker-1 -> file10857.txt: 1982 slow
Worker-5 -> file10851.txt: 6323 slow
Worker-4 -> file10852.txt: 7528 slow
Worker-3 -> file10858.txt: 4103 slow
Worker-8 -> file10853.txt: 9566 slow
Worker-7 -> file10855.txt: 8021 slow
Worker-3 -> file10861.txt: 1007 slow
Worker-1 -> file10859.txt: 8119 slow
Worker-4 -> file10860.txt: 2379 slow
Worker-2 -> file10856.txt: 8637 slow
Worker-6 -> file10854.txt: 9302 slow
Worker-5 -> file1086.txt: 4731 slow
Worker-1 -> file10865.txt: 2918 slow
Worker-4 -> file10866.txt: 2888 slow
Worker-2 -> file10867.txt: 2735 slow
Worker-1 -> file1087.txt: 2046 slow
Worker-8 -> file10862.txt: 5783 slow
Worker-7 -> file10863.txt: 4672 slow
Worker-5 -> file10869.txt: 3147 slow
Worker-1 -> file10872.txt: 2467 slow
Worker-2 -> file10871.txt: 2842 slow
Worker-3 -> file10864.txt: 6378 slow
Worker-4 -> file10870.txt: 3653 slow
Worker-2 -> file10877.txt: 2617 slow
Worker-7 -> file10874.txt: 3802 slow
Worker-6 -> file10868.txt: 8383 slow
Worker-8 -> file10873.txt: 6680 slow
Worker-1 -> file10876.txt: 9635 slow
Worker-7 -> file10880.txt: 3439 slow
Worker-6 -> file10881.txt: 2544 slow
Worker-1 -> file10883.txt: 1245 slow
Worker-8 -> file10882.txt: 2815 slow
Worker-6 -> file10885.txt: 1641 slow
Worker-5 -> file10875.txt: 9613 slow
Worker-8 -> file10887.txt: 1151 slow
Worker-3 -> file10878.txt: 8391 slow
Worker-4 -> file10879.txt: 9402 slow
Worker-2 -> file1088.txt: 8751 slow
Worker-6 -> file10888.txt: 2776 slow
Worker-1 -> file10886.txt: 8763 slow
Worker-2 -> file10892.txt: 1671 slow
Worker-7 -> file10884.txt: 7023 slow
Worker-3 -> file10890.txt: 4184 slow
Worker-4 -> file10891.txt: 2794 slow
Worker-1 -> file10894.txt: 4191 slow
Worker-3 -> file10897.txt: 2009 slow
Worker-8 -> file1089.txt: 8353 slow
Worker-1 -> file10899.txt: 1625 slow
Worker-7 -> file10896.txt: 4683 slow
Worker-3 -> file109.txt: 2426 slow
Worker-5 -> file10889.txt: 9922 slow
Worker-4 -> file10898.txt: 4773 slow
Worker-1 -> file10900.txt: 7629 slow
Worker-6 -> file10893.txt: 8573 slow
Worker-2 -> file10895.txt: 9198 slow
Worker-8 -> file1090.txt: 8369 slow
Worker-1 -> file10905.txt: 3300 slow
Worker-4 -> file10904.txt: 4494 slow
Worker-7 -> file10901.txt: 6870 slow
Worker-1 -> file10909.txt: 2545 slow
Worker-3 -> file10902.txt: 7457 slow
Worker-8 -> file10908.txt: 3763 slow
Worker-5 -> file10903.txt: 7657 slow
Worker-4 -> file1091.txt: 3403 slow
Worker-1 -> file10911.txt: 3305 slow
Worker-8 -> file10913.txt: 2161 slow
Worker-5 -> file10914.txt: 2896 slow
Worker-8 -> file10917.txt: 2041 slow
Worker-6 -> file10906.txt: 9150 slow
Worker-2 -> file10907.txt: 5140 slow
Worker-1 -> file10916.txt: 4706 slow
Worker-8 -> file10919.txt: 4839 slow
Worker-7 -> file10910.txt: 8536 slow
Worker-3 -> file10912.txt: 7906 slow
Worker-5 -> file10918.txt: 3901 slow
Worker-2 -> file10920.txt: 4887 slow
Worker-4 -> file10915.txt: 7868 slow
Worker-3 -> file10924.txt: 1647 slow
Worker-7 -> file10923.txt: 2263 slow
Worker-8 -> file10922.txt: 6346 slow
Worker-4 -> file10927.txt: 1527 slow
Worker-2 -> file10926.txt: 4524 slow
Worker-1 -> file10921.txt: 6370 slow
Worker-2 -> file10931.txt: 3045 slow
Worker-6 -> file1092.txt: 8935 slow
Worker-4 -> file10930.txt: 3488 slow
Worker-8 -> file1093.txt: 7577 slow
Worker-5 -> file10925.txt: 7107 slow
Worker-8 -> file10936.txt: 1131 slow
Worker-3 -> file10928.txt: 6226 slow
Worker-1 -> file10932.txt: 6705 slow
Worker-7 -> file10929.txt: 6406 slow
Worker-2 -> file10933.txt: 9829 slow
Worker-8 -> file10938.txt: 6243 slow
Worker-1 -> file10940.txt: 5882 slow
Worker-6 -> file10934.txt: 5948 slow
Worker-2 -> file10941.txt: 2868 slow
Worker-5 -> file10937.txt: 6178 slow
Worker-7 -> file1094.txt: 5020 slow
Worker-6 -> file10944.txt: 2287 slow
Worker-2 -> file10945.txt: 4473 slow
Worker-4 -> file10935.txt: 8538 slow
Worker-1 -> file10943.txt: 6601 slow
Worker-6 -> file10948.txt: 1689 slow
Worker-8 -> file10942.txt: 8136 slow
Worker-3 -> file10939.txt: 9350 slow
Worker-5 -> file10946.txt: 4514 slow
Worker-2 -> file10949.txt: 5842 slow
Worker-7 -> file10947.txt: 5583 slow
Worker-1 -> file10950.txt: 6752 slow
Worker-6 -> file10951.txt: 4030 slow
Worker-2 -> file10955.txt: 3182 slow
Worker-8 -> file10952.txt: 7308 slow
Worker-1 -> file10957.txt: 3971 slow
Worker-2 -> file10959.txt: 3173 slow
Worker-4 -> file1095.txt: 8320 slow
Worker-3 -> file10953.txt: 6694 slow
Worker-8 -> file1096.txt: 3936 slow
Worker-1 -> file10960.txt: 3284 slow
Worker-8 -> file10964.txt: 1005 slow
Worker-5 -> file10954.txt: 7932 slow
Worker-2 -> file10961.txt: 5185 slow
Worker-7 -> file10956.txt: 7183 slow
Worker-3 -> file10963.txt: 2769 slow
Worker-2 -> file10968.txt: 2763 slow
Worker-4 -> file10962.txt: 4132 slow
Worker-3 -> file1097.txt: 2323 slow
Worker-8 -> file10966.txt: 7983 slow
Worker-1 -> file10965.txt: 7413 slow
Worker-6 -> file10958.txt: 9675 slow
Worker-7 -> file10969.txt: 4015 slow
Worker-5 -> file10967.txt: 5868 slow
Worker-1 -> file10974.txt: 2442 slow
Worker-3 -> file10972.txt: 2545 slow
Worker-2 -> file10970.txt: 5811 slow
Worker-7 -> file10976.txt: 2809 slow
Worker-2 -> file1098.txt: 2408 slow
Worker-8 -> file10973.txt: 5652 slow
Worker-8 -> file10982.txt: 1053 slow
Worker-4 -> file10971.txt: 7393 slow
Worker-1 -> file10978.txt: 6494 slow
Worker-3 -> file10979.txt: 5476 slow
Worker-1 -> file10985.txt: 3595 slow
Worker-6 -> file10975.txt: 7938 slow
Worker-7 -> file10980.txt: 7117 slow
Worker-8 -> file10983.txt: 9414 slow
Worker-5 -> file10977.txt: 9719 slow
Worker-8 -> file1099.txt: 3217 slow
Worker-6 -> file10988.txt: 4072 slow
Worker-1 -> file10987.txt: 6424 slow
Worker-3 -> file10986.txt: 6358 slow
Worker-2 -> file10981.txt: 9991 slow
Worker-4 -> file10984.txt: 9693 slow
Worker-5 -> file10990.txt: 3782 slow
Worker-1 -> file10993.txt: 3721 slow
Worker-6 -> file10991.txt: 3967 slow
Worker-3 -> file10994.txt: 3288 slow
Worker-7 -> file10989.txt: 7171 slow
Worker-8 -> file10992.txt: 8534 slow
Worker-2 -> file10995.txt: 9166 slow
Worker-1 -> file10998.txt: 8556 slow
Worker-5 -> file10997.txt: 5536 slow
Worker-3 -> file11.txt: 4007 slow
Worker-5 -> file11002.txt: 1973 slow
Worker-4 -> file10996.txt: 7988 slow
Worker-2 -> file11000.txt: 9615 slow
Worker-7 -> file110.txt: 7877 slow
Worker-6 -> file10999.txt: 8879 slow
Worker-1 -> file11001.txt: 9609 slow
Worker-3 -> file11003.txt: 5220 slow
Worker-8 -> file1100.txt: 7874 slow
Worker-5 -> file11004.txt: 3908 slow
Worker-2 -> file11006.txt: 4046 slow
Worker-1 -> file11009.txt: 2236 slow
Worker-2 -> file11012.txt: 3680 slow
Worker-4 -> file11005.txt: 8240 slow
Worker-3 -> file1101.txt: 4937 slow
Worker-1 -> file11013.txt: 7886 slow
Worker-6 -> file11008.txt: 6514 slow
Worker-8 -> file11010.txt: 6038 slow
Worker-2 -> file11014.txt: 5838 slow
Worker-7 -> file11007.txt: 8348 slow
Worker-1 -> file11017.txt: 3132 slow
Worker-3 -> file11016.txt: 4146 slow
Worker-5 -> file11011.txt: 8985 slow
Worker-6 -> file11018.txt: 3927 slow
Worker-3 -> file11022.txt: 1241 slow
Worker-7 -> file11020.txt: 3425 slow
Worker-2 -> file1102.txt: 6048 slow
Worker-7 -> file11026.txt: 1618 slow
Worker-4 -> file11015.txt: 8877 slow
Worker-1 -> file11021.txt: 9465 slow
Worker-8 -> file11019.txt: 7504 slow
Worker-5 -> file11023.txt: 5139 slow
Worker-8 -> file11030.txt: 1360 slow
Worker-2 -> file11027.txt: 8063 slow
Worker-7 -> file11028.txt: 4113 slow
Worker-5 -> file11031.txt: 2090 slow
Worker-3 -> file11025.txt: 6214 slow
Worker-6 -> file11024.txt: 6958 slow
Worker-2 -> file11033.txt: 2156 slow
Worker-4 -> file11029.txt: 5417 slow
Worker-2 -> file11038.txt: 2456 slow
Worker-5 -> file11035.txt: 3198 slow
Worker-1 -> file1103.txt: 9098 slow
Worker-3 -> file11036.txt: 5893 slow
Worker-2 -> file1104.txt: 6352 slow
Worker-8 -> file11032.txt: 9690 slow
Worker-3 -> file11042.txt: 1531 slow
Worker-6 -> file11037.txt: 7751 slow
Worker-1 -> file11041.txt: 7668 slow
Worker-7 -> file11034.txt: 9198 slow
Worker-4 -> file11039.txt: 6633 slow
Worker-2 -> file11043.txt: 4376 slow
Worker-5 -> file11040.txt: 8048 slow
Worker-7 -> file11048.txt: 2737 slow
Worker-6 -> file11046.txt: 3466 slow
Worker-8 -> file11044.txt: 4295 slow
Worker-2 -> file1105.txt: 6349 slow
Worker-4 -> file11049.txt: 4813 slow
Worker-1 -> file11047.txt: 9888 slow
Worker-8 -> file11053.txt: 2753 slow
Worker-6 -> file11052.txt: 4191 slow
Worker-8 -> file11057.txt: 1791 slow
Worker-2 -> file11054.txt: 4960 slow
Worker-3 -> file11045.txt: 9305 slow
Worker-1 -> file11056.txt: 3952 slow
Worker-3 -> file11060.txt: 2028 slow
Worker-7 -> file11051.txt: 7491 slow
Worker-5 -> file11050.txt: 8378 slow
Worker-1 -> file11061.txt: 6555 slow
Worker-6 -> file11058.txt: 5293 slow
Worker-4 -> file11055.txt: 8179 slow
Worker-3 -> file11062.txt: 3471 slow
Worker-2 -> file1106.txt: 1886 slow
Worker-8 -> file11059.txt: 8327 slow
Worker-4 -> file11067.txt: 3004 slow
Worker-7 -> file11063.txt: 6945 slow
Worker-1 -> file11065.txt: 6454 slow
Worker-2 -> file11069.txt: 4760 slow
Worker-3 -> file11068.txt: 4820 slow
Worker-4 -> file11070.txt: 2625 slow
Worker-5 -> file11064.txt: 8503 slow
Worker-7 -> file11071.txt: 2196 slow
Worker-6 -> file11066.txt: 7130 slow
Worker-3 -> file11074.txt: 1618 slow
Worker-7 -> file11077.txt: 1873 slow
Worker-6 -> file11078.txt: 1979 slow
Worker-8 -> file1107.txt: 8290 slow
Worker-2 -> file11073.txt: 7296 slow
Worker-2 -> file11082.txt: 1294 slow
Worker-1 -> file11072.txt: 8537 slow
Worker-5 -> file11076.txt: 5460 slow
Worker-8 -> file11081.txt: 3471 slow
Worker-7 -> file1108.txt: 5366 slow
Worker-4 -> file11075.txt: 8179 slow
Worker-2 -> file11083.txt: 5894 slow
Worker-6 -> file11080.txt: 7066 slow
Worker-3 -> file11079.txt: 8296 slow
Worker-6 -> file1109.txt: 1727 slow
Worker-8 -> file11086.txt: 5369 slow
Worker-3 -> file11090.txt: 1358 slow
Worker-7 -> file11087.txt: 3926 slow
Worker-6 -> file11091.txt: 2563 slow
Worker-8 -> file11092.txt: 2011 slow
Worker-5 -> file11085.txt: 7442 slow
Worker-1 -> file11084.txt: 9052 slow
Worker-2 -> file11089.txt: 7145 slow
Worker-7 -> file11094.txt: 4251 slow
Worker-6 -> file11095.txt: 6446 slow
