Searching for text files...
Found 50000 files. Starting processing...

Worker-8 -> file41408.txt: 2998 slow
Worker-1 -> file41406.txt: 6779 slow
Worker-6 -> file41403.txt: 6654 slow
Worker-2 -> file41411.txt: 3039 slow
Worker-4 -> file41407.txt: 4519 slow
Worker-8 -> file41413.txt: 1591 slow
Worker-3 -> file41400.txt: 9862 slow
Worker-8 -> file41418.txt: 1125 slow
Worker-5 -> file41412.txt: 4483 slow
Worker-6 -> file41415.txt: 3221 slow
Worker-2 -> file41416.txt: 4291 slow
Worker-7 -> file41410.txt: 8928 slow
Worker-8 -> file4142.txt: 2223 slow
Worker-2 -> file41422.txt: 2638 slow
Worker-1 -> file41414.txt: 8659 slow
Worker-5 -> file41420.txt: 6574 slow
Worker-7 -> file41423.txt: 5116 slow
Worker-2 -> file41425.txt: 5323 slow
Worker-1 -> file41426.txt: 4846 slow
Worker-8 -> file41424.txt: 4757 slow
Worker-4 -> file41417.txt: 9124 slow
Worker-3 -> file41419.txt: 8773 slow
Worker-5 -> file41427.txt: 3656 slow
Worker-6 -> file41421.txt: 7761 slow
Worker-2 -> file41429.txt: 2803 slow
Worker-8 -> file41430.txt: 1828 slow
Worker-3 -> file41432.txt: 1913 slow
Worker-1 -> file4143.txt: 5924 slow
Worker-3 -> file41437.txt: 2688 slow
Worker-4 -> file41431.txt: 5296 slow
Worker-8 -> file41436.txt: 4181 slow
Worker-6 -> file41434.txt: 5117 slow
Worker-7 -> file41428.txt: 8309 slow
Worker-2 -> file41435.txt: 7590 slow
Worker-1 -> file41438.txt: 7864 slow
Worker-5 -> file41433.txt: 8512 slow
Worker-4 -> file4144.txt: 3754 slow
Worker-2 -> file41443.txt: 5188 slow
Worker-6 -> file41441.txt: 4164 slow
Worker-8 -> file41440.txt: 4574 slow
Worker-5 -> file41445.txt: 2748 slow
Worker-2 -> file41447.txt: 4221 slow
Worker-1 -> file41444.txt: 5642 slow
Worker-5 -> file4145.txt: 1200 slow
Worker-3 -> file41439.txt: 8374 slow
Worker-2 -> file41450.txt: 3316 slow
Worker-5 -> file41452.txt: 1205 slow
Worker-1 -> file41451.txt: 6906 slow
Worker-4 -> file41446.txt: 7243 slow
Worker-8 -> file41449.txt: 8923 slow
Worker-6 -> file41448.txt: 9836 slow
Worker-2 -> file41453.txt: 9627 slow
Worker-1 -> file41456.txt: 6966 slow
Worker-7 -> file41442.txt: 8998 slow
Worker-3 -> file41454.txt: 8643 slow
Worker-5 -> file41455.txt: 9973 slow
Worker-8 -> file41458.txt: 4606 slow
Worker-4 -> file41457.txt: 8693 slow
Worker-1 -> file41460.txt: 7835 slow
Worker-2 -> file4146.txt: 9560 slow
Worker-6 -> file41459.txt: 7588 slow
Worker-1 -> file41466.txt: 1428 slow
Worker-2 -> file41467.txt: 3616 slow
Worker-7 -> file41461.txt: 8199 slow
Worker-4 -> file41465.txt: 4342 slow
Worker-6 -> file41468.txt: 2170 slow
Worker-8 -> file41464.txt: 7453 slow
Worker-3 -> file41462.txt: 9843 slow
Worker-2 -> file4147.txt: 5571 slow
Worker-4 -> file41471.txt: 4055 slow
Worker-5 -> file41463.txt: 9886 slow
Worker-1 -> file41469.txt: 9955 slow
Worker-2 -> file41475.txt: 3658 slow
Worker-6 -> file41472.txt: 5926 slow
Worker-8 -> file41473.txt: 5716 slow
Worker-1 -> file41478.txt: 5663 slow
Worker-4 -> file41476.txt: 4920 slow
Worker-5 -> file41477.txt: 4789 slow
Worker-2 -> file41479.txt: 5635 slow
Worker-1 -> file41481.txt: 2385 slow
Worker-8 -> file41480.txt: 1465 slow
Worker-6 -> file4148.txt: 3637 slow
Worker-7 -> file41470.txt: 9279 slow
Worker-2 -> file41484.txt: 2043 slow
Worker-2 -> file41489.txt: 2113 slow
Worker-3 -> file41474.txt: 9313 slow
Worker-1 -> file41485.txt: 5742 slow
Worker-5 -> file41483.txt: 4608 slow
Worker-3 -> file41490.txt: 2201 slow
Worker-6 -> file41487.txt: 4926 slow
Worker-1 -> file41491.txt: 3488 slow
Worker-2 -> file4149.txt: 5237 slow
Worker-2 -> file41496.txt: 1318 slow
Worker-5 -> file41493.txt: 2652 slow
Worker-3 -> file41492.txt: 2528 slow
Worker-8 -> file41486.txt: 7557 slow
Worker-4 -> file41482.txt: 8423 slow
Worker-7 -> file41488.txt: 7727 slow
Worker-8 -> file415.txt: 1139 slow
Worker-4 -> file4150.txt: 1376 slow
Worker-1 -> file41495.txt: 6219 slow
Worker-3 -> file41499.txt: 2841 slow
Worker-2 -> file41497.txt: 6911 slow
Worker-7 -> file41500.txt: 3033 slow
Worker-8 -> file41501.txt: 3724 slow
Worker-7 -> file41506.txt: 2409 slow
Worker-6 -> file41494.txt: 8496 slow
Worker-1 -> file41503.txt: 6667 slow
Worker-5 -> file41498.txt: 7316 slow
Worker-3 -> file41504.txt: 4208 slow
Worker-7 -> file41508.txt: 1930 slow
Worker-6 -> file41509.txt: 1323 slow
Worker-4 -> file41502.txt: 6975 slow
Worker-2 -> file41505.txt: 9609 slow
Worker-5 -> file41510.txt: 3566 slow
Worker-8 -> file41507.txt: 5033 slow
Worker-1 -> file4151.txt: 4746 slow
Worker-7 -> file41512.txt: 3870 slow
Worker-2 -> file41515.txt: 2959 slow
Worker-2 -> file4152.txt: 1704 slow
Worker-5 -> file41516.txt: 3432 slow
Worker-6 -> file41513.txt: 6389 slow
Worker-1 -> file41518.txt: 7259 slow
Worker-2 -> file41520.txt: 4122 slow
Worker-3 -> file41511.txt: 9301 slow
Worker-4 -> file41514.txt: 7680 slow
Worker-1 -> file41523.txt: 2386 slow
Worker-1 -> file41527.txt: 1159 slow
Worker-8 -> file41517.txt: 8036 slow
Worker-1 -> file41528.txt: 1788 slow
Worker-7 -> file41519.txt: 8387 slow
Worker-2 -> file41524.txt: 7683 slow
Worker-1 -> file4153.txt: 4182 slow
Worker-6 -> file41522.txt: 6430 slow
Worker-3 -> file41525.txt: 4950 slow
Worker-7 -> file41530.txt: 1462 slow
Worker-2 -> file41531.txt: 2389 slow
Worker-5 -> file41521.txt: 9384 slow
Worker-3 -> file41534.txt: 2545 slow
Worker-8 -> file41529.txt: 5622 slow
Worker-7 -> file41535.txt: 2673 slow
Worker-1 -> file41532.txt: 7619 slow
Worker-6 -> file41533.txt: 4509 slow
Worker-4 -> file41526.txt: 9282 slow
Worker-2 -> file41536.txt: 7385 slow
Worker-4 -> file41542.txt: 1717 slow
Worker-1 -> file41540.txt: 5058 slow
Worker-8 -> file41538.txt: 4596 slow
Worker-7 -> file4154.txt: 5850 slow
Worker-6 -> file41541.txt: 4929 slow
Worker-1 -> file41545.txt: 5380 slow
Worker-2 -> file41543.txt: 7869 slow
Worker-3 -> file41539.txt: 7323 slow
Worker-5 -> file41537.txt: 9075 slow
Worker-1 -> file41549.txt: 1636 slow
Worker-8 -> file41546.txt: 5429 slow
Worker-4 -> file41544.txt: 7545 slow
Worker-6 -> file41548.txt: 5497 slow
Worker-2 -> file4155.txt: 8106 slow
Worker-3 -> file41550.txt: 5128 slow
Worker-7 -> file41547.txt: 6585 slow
Worker-8 -> file41553.txt: 3025 slow
Worker-4 -> file41554.txt: 2353 slow
Worker-1 -> file41552.txt: 9199 slow
Worker-3 -> file41557.txt: 2944 slow
Worker-1 -> file41560.txt: 2064 slow
Worker-6 -> file41555.txt: 5573 slow
Worker-5 -> file41551.txt: 9787 slow
Worker-2 -> file41556.txt: 8969 slow
Worker-1 -> file41562.txt: 5229 slow
Worker-1 -> file41566.txt: 1022 slow
Worker-8 -> file41559.txt: 6605 slow
Worker-2 -> file41565.txt: 2666 slow
Worker-7 -> file41558.txt: 7620 slow
Worker-3 -> file41561.txt: 5696 slow
Worker-1 -> file41567.txt: 5022 slow
Worker-2 -> file41569.txt: 4099 slow
Worker-4 -> file4156.txt: 9475 slow
Worker-6 -> file41563.txt: 6254 slow
Worker-1 -> file41571.txt: 3024 slow
Worker-2 -> file41572.txt: 5496 slow
Worker-5 -> file41564.txt: 7794 slow
Worker-8 -> file41568.txt: 6306 slow
Worker-3 -> file41570.txt: 6365 slow
Worker-6 -> file41574.txt: 4131 slow
Worker-1 -> file41575.txt: 6689 slow
Worker-5 -> file41577.txt: 3553 slow
Worker-7 -> file4157.txt: 8445 slow
Worker-1 -> file41580.txt: 4714 slow
Worker-4 -> file41573.txt: 8339 slow
Worker-7 -> file41582.txt: 1645 slow
Worker-6 -> file4158.txt: 4383 slow
Worker-2 -> file41576.txt: 9776 slow
Worker-1 -> file41583.txt: 1959 slow
Worker-8 -> file41578.txt: 6395 slow
Worker-2 -> file41587.txt: 3322 slow
Worker-3 -> file41579.txt: 6639 slow
Worker-5 -> file41581.txt: 5223 slow
Worker-4 -> file41584.txt: 3503 slow
Worker-2 -> file4159.txt: 2797 slow
Worker-1 -> file41588.txt: 6972 slow
Worker-4 -> file41592.txt: 1741 slow
Worker-1 -> file41594.txt: 1924 slow
Worker-2 -> file41593.txt: 2550 slow
Worker-8 -> file41589.txt: 5635 slow
Worker-6 -> file41586.txt: 6877 slow
Worker-3 -> file41590.txt: 4678 slow
Worker-7 -> file41585.txt: 8718 slow
Worker-8 -> file41598.txt: 1766 slow
Worker-1 -> file41596.txt: 5487 slow
Worker-7 -> file4160.txt: 1749 slow
Worker-5 -> file41591.txt: 7468 slow
Worker-2 -> file41597.txt: 8663 slow
Worker-4 -> file41595.txt: 9728 slow
Worker-3 -> file416.txt: 8096 slow
Worker-8 -> file41600.txt: 7106 slow
Worker-7 -> file41602.txt: 5834 slow
Worker-2 -> file41604.txt: 8610 slow
Worker-4 -> file41605.txt: 1182 slow
Worker-6 -> file41599.txt: 9863 slow
Worker-1 -> file41601.txt: 7617 slow
Worker-8 -> file41607.txt: 2801 slow
Worker-2 -> file41609.txt: 3728 slow
Worker-5 -> file41603.txt: 9860 slow
Worker-2 -> file41613.txt: 4748 slow
Worker-3 -> file41606.txt: 6979 slow
Worker-1 -> file41611.txt: 7169 slow
Worker-2 -> file41615.txt: 5298 slow
Worker-7 -> file41608.txt: 8568 slow
Worker-2 -> file41618.txt: 2381 slow
Worker-4 -> file4161.txt: 9738 slow
Worker-6 -> file41610.txt: 9161 slow
Worker-2 -> file4162.txt: 1718 slow
Worker-8 -> file41612.txt: 9179 slow
Worker-5 -> file41614.txt: 7976 slow
Worker-1 -> file41617.txt: 4292 slow
Worker-2 -> file41622.txt: 4939 slow
Worker-4 -> file41620.txt: 4012 slow
Worker-3 -> file41616.txt: 8892 slow
Worker-1 -> file41625.txt: 3436 slow
Worker-8 -> file41623.txt: 4115 slow
Worker-5 -> file41624.txt: 4436 slow
Worker-2 -> file41626.txt: 5481 slow
Worker-7 -> file41619.txt: 8925 slow
Worker-4 -> file41627.txt: 4431 slow
Worker-6 -> file41621.txt: 8669 slow
Worker-5 -> file41630.txt: 3000 slow
Worker-2 -> file41631.txt: 6015 slow
Worker-3 -> file41628.txt: 5299 slow
Worker-8 -> file4163.txt: 5177 slow
Worker-4 -> file41633.txt: 2655 slow
Worker-3 -> file41637.txt: 1001 slow
Worker-2 -> file41636.txt: 6351 slow
Worker-1 -> file41629.txt: 9770 slow
Worker-7 -> file41632.txt: 7929 slow
Worker-3 -> file4164.txt: 3838 slow
Worker-2 -> file41640.txt: 5034 slow
Worker-4 -> file41639.txt: 5526 slow
Worker-2 -> file41644.txt: 2327 slow
Worker-8 -> file41638.txt: 7502 slow
Worker-6 -> file41634.txt: 9436 slow
Worker-5 -> file41635.txt: 8629 slow
Worker-8 -> file41647.txt: 1144 slow
Worker-1 -> file41642.txt: 6557 slow
Worker-2 -> file41646.txt: 5522 slow
Worker-1 -> file41650.txt: 2993 slow
Worker-8 -> file4165.txt: 3028 slow
Worker-4 -> file41645.txt: 5996 slow
Worker-7 -> file41641.txt: 7183 slow
Worker-3 -> file41643.txt: 8694 slow
Worker-1 -> file41652.txt: 2703 slow
Worker-4 -> file41654.txt: 2124 slow
Worker-5 -> file41649.txt: 7241 slow
Worker-2 -> file41651.txt: 6921 slow
Worker-7 -> file41655.txt: 3969 slow
Worker-6 -> file41648.txt: 9524 slow
Worker-4 -> file41658.txt: 3367 slow
Worker-6 -> file41661.txt: 1842 slow
Worker-1 -> file41657.txt: 9571 slow
Worker-5 -> file41659.txt: 4432 slow
Worker-8 -> file41653.txt: 7943 slow
Worker-4 -> file41662.txt: 2224 slow
Worker-2 -> file4166.txt: 8440 slow
Worker-3 -> file41656.txt: 9924 slow
Worker-7 -> file41660.txt: 8676 slow
Worker-2 -> file41668.txt: 6579 slow
Worker-1 -> file41664.txt: 8940 slow
Worker-4 -> file41667.txt: 5125 slow
Worker-8 -> file41666.txt: 7696 slow
Worker-6 -> file41663.txt: 8897 slow
Worker-1 -> file41671.txt: 4938 slow
Worker-5 -> file41665.txt: 9456 slow
Worker-2 -> file41670.txt: 8384 slow
Worker-6 -> file41674.txt: 1681 slow
Worker-7 -> file4167.txt: 5809 slow
Worker-1 -> file41675.txt: 2317 slow
Worker-3 -> file41669.txt: 6813 slow
Worker-2 -> file41677.txt: 2402 slow
Worker-8 -> file41673.txt: 3017 slow
Worker-6 -> file41678.txt: 3153 slow
Worker-2 -> file41681.txt: 6073 slow
Worker-4 -> file41672.txt: 9677 slow
Worker-1 -> file4168.txt: 8938 slow
Worker-2 -> file41684.txt: 3151 slow
Worker-7 -> file41679.txt: 8166 slow
Worker-5 -> file41676.txt: 9476 slow
Worker-8 -> file41682.txt: 7343 slow
Worker-3 -> file41680.txt: 9366 slow
Worker-4 -> file41685.txt: 7907 slow
Worker-6 -> file41683.txt: 7465 slow
Worker-8 -> file4169.txt: 2246 slow
Worker-7 -> file41688.txt: 5599 slow
Worker-2 -> file41687.txt: 5836 slow
Worker-3 -> file41690.txt: 2418 slow
Worker-5 -> file41689.txt: 4754 slow
Worker-4 -> file41691.txt: 4491 slow
Worker-1 -> file41686.txt: 9275 slow
Worker-3 -> file41696.txt: 3409 slow
Worker-6 -> file41692.txt: 5564 slow
Worker-1 -> file41699.txt: 3331 slow
Worker-2 -> file41695.txt: 5481 slow
Worker-7 -> file41694.txt: 9071 slow
Worker-4 -> file41698.txt: 6889 slow
Worker-8 -> file41693.txt: 7291 slow
Worker-3 -> file417.txt: 2575 slow
Worker-5 -> file41697.txt: 7993 slow
Worker-8 -> file41704.txt: 2705 slow
Worker-6 -> file4170.txt: 5063 slow
Worker-1 -> file41700.txt: 5937 slow
Worker-7 -> file41702.txt: 9153 slow
Worker-4 -> file41703.txt: 7831 slow
Worker-2 -> file41701.txt: 6793 slow
Worker-1 -> file41709.txt: 1138 slow
Worker-4 -> file41710.txt: 4726 slow
Worker-6 -> file41708.txt: 5536 slow
Worker-3 -> file41705.txt: 8467 slow
Worker-1 -> file41712.txt: 3345 slow
Worker-5 -> file41707.txt: 6300 slow
Worker-7 -> file4171.txt: 8234 slow
Worker-8 -> file41706.txt: 7448 slow
Worker-2 -> file41711.txt: 5412 slow
Worker-1 -> file41716.txt: 1795 slow
Worker-4 -> file41713.txt: 4953 slow
Worker-2 -> file4172.txt: 2179 slow
Worker-8 -> file41719.txt: 2915 slow
Worker-3 -> file41715.txt: 4923 slow
Worker-6 -> file41714.txt: 5355 slow
Worker-2 -> file41722.txt: 1711 slow
Worker-4 -> file41721.txt: 3980 slow
Worker-4 -> file41727.txt: 2431 slow
Worker-7 -> file41718.txt: 9730 slow
Worker-5 -> file41717.txt: 9922 slow
Worker-2 -> file41726.txt: 4755 slow
Worker-3 -> file41724.txt: 5929 slow
Worker-7 -> file41729.txt: 3865 slow
Worker-5 -> file4173.txt: 2931 slow
Worker-8 -> file41723.txt: 9918 slow
Worker-6 -> file41725.txt: 9619 slow
Worker-7 -> file41732.txt: 4632 slow
Worker-3 -> file41731.txt: 4902 slow
Worker-4 -> file41728.txt: 8246 slow
Worker-1 -> file41720.txt: 9884 slow
Worker-2 -> file41730.txt: 8337 slow
Worker-5 -> file41733.txt: 5868 slow
Worker-7 -> file41736.txt: 5640 slow
Worker-8 -> file41734.txt: 8245 slow
Worker-6 -> file41735.txt: 7835 slow
Worker-1 -> file41739.txt: 6044 slow
Worker-5 -> file41740.txt: 4149 slow
Worker-2 -> file4174.txt: 5832 slow
Worker-3 -> file41737.txt: 7642 slow
Worker-2 -> file41746.txt: 1062 slow
Worker-4 -> file41738.txt: 8054 slow
Worker-7 -> file41741.txt: 7667 slow
Worker-4 -> file41749.txt: 2207 slow
Worker-2 -> file41748.txt: 5549 slow
Worker-5 -> file41745.txt: 4531 slow
Worker-3 -> file41747.txt: 5748 slow
Worker-6 -> file41743.txt: 6598 slow
Worker-4 -> file41750.txt: 3757 slow
Worker-3 -> file41753.txt: 1214 slow
Worker-2 -> file41751.txt: 4296 slow
Worker-6 -> file41754.txt: 1259 slow
Worker-1 -> file41744.txt: 8162 slow
Worker-7 -> file4175.txt: 6946 slow
Worker-8 -> file41742.txt: 8551 slow
Worker-7 -> file4176.txt: 1406 slow
Worker-6 -> file41758.txt: 3094 slow
Worker-3 -> file41756.txt: 3839 slow
Worker-2 -> file41757.txt: 5834 slow
Worker-8 -> file41760.txt: 6121 slow
Worker-5 -> file41752.txt: 9396 slow
Worker-4 -> file41755.txt: 8872 slow
Worker-7 -> file41761.txt: 9880 slow
Worker-2 -> file41764.txt: 9646 slow
Worker-1 -> file41759.txt: 9939 slow
Worker-6 -> file41762.txt: 9232 slow
Worker-8 -> file41765.txt: 6010 slow
Worker-7 -> file41768.txt: 4758 slow
Worker-3 -> file41763.txt: 9499 slow
Worker-1 -> file4177.txt: 2999 slow
Worker-7 -> file41772.txt: 1138 slow
Worker-6 -> file41770.txt: 1298 slow
Worker-5 -> file41766.txt: 7909 slow
Worker-7 -> file41775.txt: 2227 slow
Worker-2 -> file41769.txt: 9263 slow
Worker-7 -> file41778.txt: 1037 slow
Worker-4 -> file41767.txt: 8458 slow
Worker-5 -> file41777.txt: 3090 slow
Worker-2 -> file41779.txt: 6770 slow
Worker-8 -> file41771.txt: 7401 slow
Worker-7 -> file4178.txt: 7648 slow
Worker-3 -> file41773.txt: 8068 slow
Worker-2 -> file41782.txt: 2703 slow
Worker-6 -> file41776.txt: 7939 slow
Worker-1 -> file41774.txt: 8046 slow
Worker-8 -> file41783.txt: 3437 slow
Worker-3 -> file41785.txt: 2637 slow
Worker-4 -> file41780.txt: 9629 slow
Worker-6 -> file41787.txt: 4535 slow
Worker-7 -> file41784.txt: 8337 slow
Worker-3 -> file4179.txt: 2827 slow
Worker-2 -> file41786.txt: 9260 slow
Worker-5 -> file41781.txt: 9865 slow
Worker-8 -> file41789.txt: 4199 slow
Worker-6 -> file41791.txt: 1706 slow
Worker-3 -> file41793.txt: 1671 slow
Worker-4 -> file41790.txt: 3323 slow
Worker-1 -> file41788.txt: 7492 slow
Worker-7 -> file41792.txt: 6025 slow
Worker-7 -> file4180.txt: 1336 slow
Worker-3 -> file41798.txt: 3465 slow
Worker-6 -> file41797.txt: 4464 slow
Worker-2 -> file41794.txt: 9393 slow
Worker-5 -> file41795.txt: 6286 slow
Worker-1 -> file418.txt: 4788 slow
Worker-4 -> file41799.txt: 5725 slow
Worker-5 -> file41804.txt: 1630 slow
Worker-8 -> file41796.txt: 7965 slow
Worker-6 -> file41802.txt: 3935 slow
Worker-8 -> file41808.txt: 1160 slow
Worker-1 -> file41805.txt: 2303 slow
Worker-2 -> file41803.txt: 6149 slow
Worker-7 -> file41800.txt: 8051 slow
Worker-6 -> file41809.txt: 1614 slow
Worker-5 -> file41807.txt: 2651 slow
Worker-8 -> file4181.txt: 2173 slow
Worker-5 -> file41814.txt: 2019 slow
Worker-8 -> file41815.txt: 1721 slow
Worker-1 -> file41810.txt: 3662 slow
Worker-3 -> file41801.txt: 9839 slow
Worker-2 -> file41811.txt: 8589 slow
Worker-4 -> file41806.txt: 9480 slow
Worker-8 -> file41817.txt: 4173 slow
Worker-6 -> file41813.txt: 7066 slow
Worker-2 -> file4182.txt: 3913 slow
Worker-5 -> file41816.txt: 7106 slow
Worker-6 -> file41822.txt: 2282 slow
Worker-2 -> file41823.txt: 3318 slow
Worker-7 -> file41812.txt: 7771 slow
Worker-4 -> file41820.txt: 4575 slow
Worker-1 -> file41818.txt: 9198 slow
Worker-5 -> file41825.txt: 2802 slow
Worker-2 -> file41826.txt: 1973 slow
Worker-3 -> file41819.txt: 9724 slow
Worker-2 -> file41830.txt: 2560 slow
Worker-8 -> file41821.txt: 7405 slow
Worker-3 -> file41831.txt: 1429 slow
Worker-7 -> file41827.txt: 3580 slow
Worker-3 -> file41834.txt: 2736 slow
Worker-2 -> file41832.txt: 4570 slow
Worker-8 -> file41833.txt: 3278 slow
Worker-6 -> file41824.txt: 9495 slow
Worker-4 -> file41828.txt: 7120 slow
Worker-5 -> file4183.txt: 7300 slow
Worker-4 -> file4184.txt: 1427 slow
Worker-2 -> file41837.txt: 3960 slow
Worker-7 -> file41835.txt: 7371 slow
Worker-1 -> file41829.txt: 9667 slow
Worker-6 -> file41839.txt: 4268 slow
Worker-5 -> file41840.txt: 3387 slow
Worker-1 -> file41844.txt: 1072 slow
Worker-7 -> file41843.txt: 5821 slow
Worker-3 -> file41836.txt: 9003 slow
Worker-8 -> file41838.txt: 8605 slow
Worker-4 -> file41841.txt: 6760 slow
Worker-2 -> file41842.txt: 6865 slow
Worker-5 -> file41846.txt: 5176 slow
Worker-3 -> file41849.txt: 4596 slow
Worker-6 -> file41845.txt: 8655 slow
Worker-1 -> file41847.txt: 9513 slow
Worker-2 -> file41851.txt: 9501 slow
Worker-7 -> file41848.txt: 9338 slow
Worker-8 -> file4185.txt: 7120 slow
Worker-4 -> file41850.txt: 7429 slow
Worker-8 -> file41858.txt: 2460 slow
Worker-5 -> file41852.txt: 8800 slow
Worker-4 -> file41859.txt: 2730 slow
Worker-7 -> file41857.txt: 7724 slow
Worker-2 -> file41856.txt: 9350 slow
Worker-6 -> file41854.txt: 8515 slow
Worker-2 -> file41862.txt: 2973 slow
Worker-3 -> file41853.txt: 9664 slow
Worker-1 -> file41855.txt: 8770 slow
Worker-7 -> file41863.txt: 6932 slow
Worker-8 -> file4186.txt: 6133 slow
Worker-2 -> file41865.txt: 3556 slow
Worker-5 -> file41860.txt: 7965 slow
Worker-4 -> file41861.txt: 8760 slow
Worker-7 -> file41868.txt: 6982 slow
Worker-3 -> file41866.txt: 5999 slow
Worker-6 -> file41864.txt: 7042 slow
Worker-2 -> file4187.txt: 8148 slow
Worker-3 -> file41873.txt: 1361 slow
Worker-8 -> file41869.txt: 8071 slow
Worker-6 -> file41874.txt: 3880 slow
Worker-7 -> file41872.txt: 7596 slow
Worker-1 -> file41867.txt: 9508 slow
Worker-2 -> file41875.txt: 9314 slow
Worker-8 -> file41877.txt: 3622 slow
Worker-4 -> file41871.txt: 8733 slow
Worker-1 -> file4188.txt: 3260 slow
Worker-5 -> file41870.txt: 9947 slow
Worker-7 -> file41879.txt: 6031 slow
Worker-7 -> file41885.txt: 1234 slow
Worker-3 -> file41876.txt: 9569 slow
Worker-5 -> file41884.txt: 3668 slow
Worker-6 -> file41878.txt: 9557 slow
Worker-7 -> file41886.txt: 6067 slow
Worker-3 -> file41887.txt: 3542 slow
Worker-8 -> file41881.txt: 7552 slow
Worker-4 -> file41882.txt: 7000 slow
Worker-2 -> file41880.txt: 9599 slow
Worker-7 -> file4189.txt: 4092 slow
Worker-1 -> file41883.txt: 9574 slow
Worker-8 -> file41891.txt: 4626 slow
Worker-1 -> file41895.txt: 1770 slow
Worker-6 -> file41889.txt: 6381 slow
Worker-7 -> file41894.txt: 3334 slow
Worker-5 -> file41888.txt: 8350 slow
Worker-3 -> file41890.txt: 7105 slow
Worker-4 -> file41892.txt: 7299 slow
Worker-2 -> file41893.txt: 8668 slow
Worker-8 -> file41896.txt: 3640 slow
Worker-1 -> file41897.txt: 2705 slow
Worker-6 -> file41898.txt: 4016 slow
Worker-5 -> file419.txt: 3945 slow
Worker-3 -> file4190.txt: 3138 slow
Worker-7 -> file41899.txt: 7069 slow
Worker-5 -> file41905.txt: 3268 slow
Worker-1 -> file41903.txt: 4378 slow
Worker-7 -> file41907.txt: 2388 slow
Worker-2 -> file41901.txt: 2108 slow
Worker-5 -> file41908.txt: 1257 slow
Worker-7 -> file4191.txt: 2578 slow
Worker-4 -> file41900.txt: 7926 slow
Worker-6 -> file41904.txt: 6300 slow
Worker-7 -> file41912.txt: 2491 slow
Worker-8 -> file41902.txt: 8421 slow
Worker-4 -> file41914.txt: 1375 slow
Worker-3 -> file41906.txt: 7061 slow
Worker-2 -> file41910.txt: 5950 slow
Worker-1 -> file41909.txt: 8092 slow
Worker-6 -> file41913.txt: 6894 slow
Worker-7 -> file41915.txt: 7396 slow
Worker-8 -> file41916.txt: 6083 slow
Worker-4 -> file41917.txt: 6018 slow
Worker-5 -> file41911.txt: 9366 slow
Worker-2 -> file41919.txt: 7360 slow
Worker-1 -> file4192.txt: 4634 slow
Worker-5 -> file41924.txt: 2446 slow
Worker-7 -> file41921.txt: 4379 slow
Worker-3 -> file41918.txt: 9911 slow
Worker-6 -> file41920.txt: 4805 slow
Worker-8 -> file41922.txt: 5646 slow
Worker-7 -> file41928.txt: 3816 slow
Worker-6 -> file4193.txt: 2752 slow
Worker-8 -> file41930.txt: 2562 slow
Worker-2 -> file41925.txt: 9326 slow
Worker-4 -> file41923.txt: 8911 slow
Worker-5 -> file41927.txt: 7969 slow
Worker-8 -> file41933.txt: 3401 slow
Worker-2 -> file41934.txt: 5342 slow
Worker-3 -> file41929.txt: 8298 slow
Worker-7 -> file41931.txt: 9098 slow
Worker-1 -> file41926.txt: 9384 slow
Worker-2 -> file41938.txt: 1029 slow
Worker-1 -> file41940.txt: 1184 slow
Worker-7 -> file4194.txt: 3202 slow
Worker-2 -> file41941.txt: 5438 slow
Worker-6 -> file41932.txt: 9122 slow
Worker-5 -> file41936.txt: 5429 slow
Worker-4 -> file41935.txt: 7624 slow
Worker-8 -> file41937.txt: 5780 slow
Worker-5 -> file41946.txt: 1481 slow
Worker-6 -> file41945.txt: 2358 slow
Worker-8 -> file41948.txt: 1291 slow
Worker-7 -> file41943.txt: 8737 slow
Worker-6 -> file4195.txt: 2528 slow
Worker-2 -> file41944.txt: 8570 slow
Worker-3 -> file41939.txt: 9791 slow
Worker-1 -> file41942.txt: 9307 slow
Worker-4 -> file41947.txt: 6803 slow
Worker-7 -> file41951.txt: 7761 slow
Worker-8 -> file41950.txt: 8380 slow
Worker-5 -> file41949.txt: 9460 slow
Worker-3 -> file41954.txt: 6357 slow
Worker-8 -> file41958.txt: 1528 slow
Worker-2 -> file41953.txt: 9531 slow
Worker-1 -> file41955.txt: 5088 slow
Worker-4 -> file41956.txt: 5362 slow
Worker-3 -> file4196.txt: 1214 slow
Worker-7 -> file41957.txt: 6107 slow
Worker-6 -> file41952.txt: 9428 slow
Worker-5 -> file41959.txt: 4892 slow
Worker-2 -> file41961.txt: 5971 slow
Worker-1 -> file41962.txt: 5354 slow
Worker-3 -> file41964.txt: 6582 slow
Worker-3 -> file4197.txt: 1200 slow
Worker-8 -> file41960.txt: 8626 slow
Worker-4 -> file41963.txt: 8573 slow
Worker-5 -> file41967.txt: 5310 slow
Worker-7 -> file41965.txt: 9559 slow
Worker-1 -> file41969.txt: 3822 slow
Worker-2 -> file41968.txt: 9526 slow
Worker-6 -> file41966.txt: 9209 slow
Worker-7 -> file41974.txt: 2638 slow
Worker-3 -> file41970.txt: 2501 slow
Worker-8 -> file41971.txt: 2583 slow
Worker-2 -> file41976.txt: 3257 slow
Worker-8 -> file4198.txt: 1812 slow
Worker-1 -> file41975.txt: 4124 slow
Worker-7 -> file41978.txt: 6553 slow
Worker-5 -> file41973.txt: 5454 slow
Worker-3 -> file41979.txt: 4525 slow
